Gene_ID	1021_a	1021_b	1021_c
SMa0185	546.9714387	500.0202975	485.2289817
SMa0187	163.102929	127.8312761	151.1871353
SMa0189	171.3404507	153.9192916	131.7779761
SMa0190	133.447851	127.8312761	114.4118862
SMa0191	163.102929	119.1352709	146.0794619
SMa0193	49.42513	39.13202328	49.03366552
SMa0196	70.84268634	48.69762897	74.57203297
SMa0197	252.068163	213.0521268	224.7376336
SMa0198	169.6929463	135.6576807	149.1440659
SMa0199	34.597591	29.56641759	50.05520021
SMa0203	54.367643	51.30643052	63.33515129
SMa0204	131.8003467	133.9184797	135.8641149
SMa0206	95.55525134	89.56885329	89.89505345
SMa0209	93.907747	105.2216626	98.06733103
SMa0210	19.770052	9.565605691	13.27995108
SMa0211	3.295008667	5.217603104	2.043069397
SMa0214	14.827539	11.30480673	26.55990215
SMa0216	21.41755633	32.17521914	33.71064504
SMa0217	39.540104	33.91442018	52.09826961
SMa0218	47.77762567	49.56722949	40.86138793
SMa0220	136.7428597	167.8328999	146.0794619
SMa0222	283.3707453	289.5769723	291.137389
SMa0223	93.907747	129.5704771	115.4334209
SMa0224	47.77762567	58.26323466	59.2490125
SMa0226	23.06506067	20.87041242	61.2920819
SMa0228	341.033397	345.2314054	297.2665972
SMa0229	232.298111	235.6617402	187.9623845
SMa0232	105.4402773	141.7448843	122.5841638
SMa0233	72.49019067	71.30724242	83.76584526
SMa0235	469.538735	445.2354649	408.6138793
SMa0237	158.160416	173.9201035	203.285405
SMa0241	209.2330503	199.1385185	188.9839192
SMa0244	225.7080937	249.5753485	230.8668418
SMa0246	163.102929	138.2664823	125.6487679
SMa0247	525.5538824	534.8043182	523.0257655
SMa0249	174.6354593	217.4001293	186.9408498
SMa0250	411.8760834	448.713867	389.20472
SMa0252	1266.930832	1101.783855	1063.417621
SMa0254	357.5084404	340.8834028	320.7618953
SMa0255	395.40104	385.2330292	339.1495198
SMa0257	359.1559447	372.1890214	337.1064504
SMa0259	105.4402773	99.13445898	115.4334209
SMa0260	177.930468	184.3553097	178.7685722
SMa0263	75.78519934	73.91604398	79.67970646
SMa0265	29.655078	26.08801552	35.75371444
SMa0267	82.37521667	83.48164967	95.00272694
SMa0270	205.9380417	191.3121138	225.7591683
SMa0271	79.080208	79.13364708	83.76584526
SMa0273	131.8003467	111.3088662	106.2396086
SMa0275	215.8230677	161.7456962	159.3594129
SMa0277	93.907747	86.09045122	65.37822069
SMa5016	39.540104	22.60961345	43.92599202
SMa0279	19.770052	17.39201035	18.38762457
SMa0280	46.13012134	45.2192269	38.81831853
SMa0281	237.240624	213.0521268	195.1131274
SMa0285	13.18003467	9.565605691	16.34455517
SMa0286	105.4402773	97.39525794	100.1104004
NP_435399.1	105.4402773	97.39525794	100.1104004
SMa0287	56.01514734	62.61123725	69.46435948
SMa0288	34.597591	23.47921397	42.90445733
SMa0291	449.768683	316.5345883	387.1616506
SMa0293	136.7428597	86.96005174	104.1965392
SMa0298	64.252669	83.48164967	83.76584526
SMa0299	4.942513	17.39201035	20.43069397
SMa0300	16.47504333	13.91360828	16.34455517
SMa0301	16.47504333	5.217603104	19.40915927
SMa0302	70.84268634	56.52403363	59.2490125
SMa0303	161.4554247	129.5704771	129.7349067
SMa0306	125.2103293	121.7440724	133.8210455
SMa0307	238.8881283	199.1385185	183.8762457
SMa0308	107.0877817	118.2656704	122.5841638
SMa0310	28.00757367	21.74001293	36.77524914
SMa0312	354.2134317	286.0985702	234.9529806
SMa0314	140.0378683	123.4832735	112.3688168
SMa0316	263.6006933	247.8361474	208.3930784
SMa0319	80.72771234	78.26404656	51.07673491
SMa0320	34.597591	37.39282225	42.90445733
SMa0322	28.00757367	24.34881449	14.30148578
SMa0323	13.18003467	13.91360828	13.27995108
SMa0325	26.36006933	23.47921397	32.68911034
