gene	Plus_NusA_1	Plus_NusA_2	Plus_NusA_3	Plus_NusA_4	Plus_NusA_5	Plus_NusA_6
BSU40070	1225	839	870	1289	1215	1099
BSU40080	3896	2703	2908	3088	3044	2379
BSU40090	12454	6662	8225	10166	14506	10527
BSU40100	34775	24201	25345	31498	37502	29139
BSU40110	183	165	199	158	189	141
BSU40120	12	7	11	14	18	10
BSU40130	284	159	230	238	212	177
BSU40139	71	29	39	54	64	50
BSU40140	1916	793	1371	903	2167	1202
BSU40150	2349	713	1260	1056	2686	1487
BSU40160	886	272	541	326	788	403
BSU40170	3273	780	1342	1442	3247	2254
BSU40180	12025	2953	4634	13879	26400	23595
BSU40190	1401	909	1303	1120	1148	826
BSU40200	1605	666	1156	788	1949	1383
BSU40210	133	104	118	46	131	98
BSU40220	1145	436	923	611	1161	1131
BSU40230	568	313	376	590	509	712
BSU40239	63	50	57	49	43	52
BSU40240	86	53	97	63	66	89
BSU40250	246	244	199	236	204	152
BSU40259	1	3	3	2	5	3
BSU40260	15	21	44	27	26	44
BSU40270	53	77	126	64	53	77
BSU40280	43	27	14	39	36	31
BSU40290	122	122	75	138	144	107
BSU40300	2786	1689	1619	2160	2561	1983
BSU40310	369	204	176	255	370	306
BSU40320	1918	1567	1569	1641	1620	1279
BSU40330	1348	1064	1292	1105	1017	768
BSU40340	421	317	224	401	386	270
BSU40350	812	643	654	850	864	677
BSU40360	1292	931	1169	989	893	821
BSU40370	695	500	751	555	545	422
BSU40380	685	385	610	504	574	450
BSU40390	1009	611	845	697	891	682
BSU40400	1331	780	1080	975	1049	849
BSU40410	815	489	681	678	645	523
BSU_tRNA_1	1101	1364	1182	1036	828	1192
BSU_tRNA_2	7281	16601	33020	27287	10287	23836
BSU_tRNA_3	358	279	269	503	322	576
BSU_tRNA_4	1493	895	630	1517	810	1584
BSU40420	14922	12259	15031	11888	10036	8345
BSU40430	22	18	25	21	10	17
BSU40440	2959	2298	2412	1820	1794	1327
BSU40450	10	8	16	3	7	8
BSU40460	7	9	5	6	3	7
BSU40470	680	412	286	476	668	583
BSU40480	5978	4728	4433	4917	5214	4557
BSU40490	1292	907	1159	970	960	779
BSU40500	2016	1313	1340	1553	1617	1523
BSU40510	3644	2856	3285	2710	2890	2169
BSU40520	847	557	922	553	597	539
BSU40529	11	1	10	8	21	50
BSU40530	53	35	36	29	48	34
BSU40540	232	108	201	215	208	193
BSU40550	8851	5841	6197	8240	8970	7599
BSU40560	121	83	68	58	86	70
BSU40570	44	60	63	57	51	92
BSU40580	11514	3375	4614	9411	13483	12524
BSU40590	1197	386	936	552	1126	818
BSU40600	350	188	315	94	321	150
BSU40610	351	247	434	140	353	169
BSU40620	1360	439	877	746	1575	981
BSU40630	312	192	251	168	197	166
BSU40640	106	58	61	72	62	66
BSU40650	751	655	640	640	517	492
BSU40660	3241	2239	3115	2039	1919	1517
BSU40670	1150	2628	4462	2890	1526	3514
BSU40680	170	73	115	95	103	89
BSU40690	200	124	109	137	113	126
BSU40700	293	185	244	278	309	257
BSU40710	128	84	66	143	132	100
BSU40720	118	124	96	144	147	133
BSU40730	147	113	108	138	143	146
BSU40740	62	24	48	63	83	43
BSU40750	278	122	169	193	268	217
BSU40760	191	118	115	118	220	144
BSU40770	2139	1043	1424	1480	2272	1733
BSU40790	73	30	72	54	82	73
BSU40800	13	9	6	13	12	21
BSU40810	47	22	50	49	57	56
BSU40820	2053	1471	1572	1742	1689	1448
BSU40830	3263	1725	1985	2945	3606	2783
BSU40840	247	178	175	195	201	191
BSU40850	100	79	63	107	88	83
BSU40860	50	49	59	45	41	26
BSU40870	91	92	139	86	100	92
BSU40880	142	119	119	127	108	123
BSU40890	19637	12652	13764	15916	20972	21845
BSU40900	55704	40481	45530	38529	47593	35239
BSU40910	25902	17015	18053	16466	23103	17524
BSU40920	5333	3579	4034	3387	3794	2863
BSU40930	582	451	475	341	344	233
BSU40939	143	141	153	195	161	246
BSU40940	26	45	45	27	20	35
BSU40950	193	106	242	188	179	172
BSU40960	2489	1403	1552	2099	2832	2294
BSU40970	1930	1385	1901	1617	1850	1455
BSU40980	96	41	38	77	97	108
BSU40990	3946	2508	2653	3155	3305	2819
BSU41000	1991	1326	1559	1489	1759	1510
BSU41010	4549	3084	4091	3185	3485	2824
BSU41020	2517	1511	1788	1557	1626	1325
BSU41030	6994	4873	5829	4476	4737	3537
BSU41040	5299	3438	4654	2703	3587	2706
BSU41050	1690	1027	1140	767	900	761
BSU41060	9215	7318	7799	11365	10302	15399
