gene	Plus_NusA_1	Plus_NusA_2	Plus_NusA_3	Plus_NusA_4	Plus_NusA_5	Plus_NusA_6
BSU12610	578	518	541	715	562	436
BSU12619	249	222	197	264	237	163
BSU12620	227	199	251	230	232	162
BSU12630	236	209	326	355	313	206
BSU12640	240	237	357	344	242	223
BSU12649	165	94	226	201	158	121
BSU12650	946	742	973	1166	1084	800
BSU12660	383	330	248	501	459	335
BSU12671	146	142	248	201	235	201
BSU12672	43	27	53	55	69	62
BSU12680	1349	921	1356	1446	1247	1105
BSU12690	196	157	250	248	231	202
BSU12700	260	210	274	310	233	216
BSU12710	75	62	70	79	69	67
BSU12720	98	90	109	137	91	77
BSU12730	248	187	329	278	258	249
BSU12740	173	161	183	221	171	181
BSU12749	77	58	100	107	88	80
BSU12750	500	273	588	550	587	477
BSU12760	114	82	167	134	109	102
BSU12770	48	35	65	52	58	48
BSU12780	290	271	324	304	310	257
BSU12790	177	120	159	180	152	107
BSU12800	170	93	168	165	159	105
BSU12810	639	566	535	699	494	509
BSU12820	420	308	420	366	361	406
BSU12830	817	413	565	634	729	666
BSU12840	5789	3722	4397	4164	4858	4173
BSU12850	2256	793	1187	1263	2132	1624
BSU12860	1596	1287	1779	1239	1278	1095
BSU12870	164	119	135	136	173	155
BSU12880	55	78	76	78	55	67
BSU12890	67	42	63	51	69	66
BSU12900	1860	1481	1284	1460	1518	1148
BSU12910	426	364	380	442	393	333
BSU12920	278	240	207	536	272	304
BSU12930	139	102	114	243	156	159
BSU12940	91	53	54	74	60	53
BSU12950	82	70	85	59	53	59
BSU12960	197	159	169	163	173	157
BSU12970	32	35	85	52	55	45
BSU12980	49	82	56	44	59	52
BSU12990	97	61	85	49	54	61
BSU13000	112	80	81	86	92	72
BSU13010	5962	4797	4576	5528	5289	4375
BSU13020	106	93	118	100	133	137
BSU13030	772	605	481	798	665	635
BSU13040	27	26	34	43	25	26
BSU13050	2	12	8	9	5	9
BSU13060	6	15	25	22	8	20
BSU13070	46	68	58	42	54	45
BSU13080	56	41	44	54	28	45
BSU_misc_RNA_16	298	481	527	785	533	930
BSU13090	58	37	85	59	46	43
BSU13100	89	70	98	43	57	41
BSU13110	4042	3360	2837	3636	2968	2601
BSU_misc_RNA_17	2689	3967	3941	4101	2264	4048
BSU13120	419	317	327	294	315	198
BSU13130	745	512	428	511	601	453
BSU13140	68	57	77	103	74	60
BSU13150	394	263	258	416	406	418
BSU13160	36	27	25	45	58	104
BSU13169	6	5	3	4	3	15
BSU13170	51	48	26	49	43	50
BSU13180	998	859	889	1239	1188	1295
BSU_misc_RNA_18	4150	7258	5882	10823	6692	13709
BSU13190	53	59	62	131	70	113
BSU13200	1778	1027	1062	1737	1973	1658
BSU13210	11915	9245	10442	9358	8997	8029
BSU13220	25774	18836	22429	18289	18208	14971
BSU13230	8652	6599	8179	5956	6502	5156
BSU13240	9627	6933	7761	7027	6890	6046
BSU_misc_RNA_19	1076	1055	1304	977	693	963
BSU13250	127	126	77	110	82	77
BSU13260	277	294	266	226	190	159
BSU13270	153	107	153	113	106	80
BSU13280	2333	1343	1167	1664	2025	1746
BSU13290	12	12	16	5	10	15
BSU13300	4328	3072	3257	3060	3650	2954
BSU13310	260	119	164	149	162	171
BSU13320	52	35	47	50	71	36
BSU13330	4	2	3	2	1	4
BSU13340	622	430	504	690	927	885
BSU13350	96	48	64	71	58	72
BSU13360	28	33	25	20	14	29
BSU13370	78	81	64	86	107	83
BSU13380	89	82	135	112	102	143
BSU13390	86	49	102	64	70	69
BSU13400	199	139	116	146	141	138
BSU13410	67	49	67	69	42	54
BSU13420	1656	1041	1185	1439	1576	1413
BSU13430	622	565	617	616	583	555
BSU13440	1155	1219	1362	1963	1349	2482
BSU13450	202	83	199	150	148	109
BSU13460	598	384	483	416	445	380
BSU13470	138	77	133	95	101	89
BSU13480	1620	1051	990	1404	1477	1263
BSU13490	1547	1274	1284	1731	1812	1778
BSU13500	1067	623	714	737	766	688
BSU13509	4	4	4	6	1	5
BSU13510	5	8	8	2	4	2
BSU13520	87	54	80	56	50	55
BSU13530	482	345	391	449	364	404
BSU13540	403	347	320	398	290	289
BSU13550	392	274	271	352	328	326
BSU13560	361	203	207	354	336	284
BSU_misc_RNA_20	1673	3401	3510	4362	2169	4910
BSU13570	891	666	660	791	746	672
BSU13580	1008	727	732	1011	1007	723
BSU_misc_RNA_21	900	1058	1013	974	492	945
BSU13590	1242	1030	1135	976	839	770
BSU13600	994	705	814	812	916	700
BSU13610	1122	758	876	1009	1026	814
BSU13620	1339	869	793	1062	1382	1165
BSU13630	444	271	265	614	588	554
BSU13640	2333	1699	1893	2128	1634	1738
BSU13650	145	120	108	105	145	126
BSU13660	3972	2655	3056	3218	3405	2842
BSU13670	1384	755	710	981	1167	1077
BSU13680	7216	5644	5779	7894	7837	7056
BSU13690	5374	3996	4330	6393	6335	5788
BSU13700	988	806	735	799	1013	783
BSU13710	19	17	25	32	30	31
BSU_misc_RNA_22	100	163	167	245	115	208
BSU13720	566	389	474	376	486	327
BSU13730	538	378	435	421	482	323
BSU13740	1102	779	884	852	993	692
BSU13750	951	625	664	835	910	806
BSU13760	77	73	54	81	67	73
BSU13770	71	121	189	122	114	198
BSU13780	56	34	57	43	45	56
BSU13789	31	10	29	18	25	14
BSU13790	108	60	119	57	77	72
BSU13799	51	15	23	41	32	32
BSU13800	84	48	44	43	56	63
BSU13810	351	81	125	497	792	747
BSU13819	145	114	98	159	181	182
BSU13820	46	25	18	13	24	24
BSU13830	36	41	58	58	34	39
BSU13840	163	136	64	213	174	157
BSU13850	245	221	225	160	184	187
BSU13860	2014	1544	1540	1673	1761	1397
BSU13870	198	143	154	135	162	118
BSU13880	1650	989	1120	1237	1607	1590
BSU13890	44664	31162	38689	35941	39038	30937
BSU13900	13707	8550	10825	10279	13477	10463
BSU13910	95240	71412	77331	77952	90699	76897
BSU13920	89	66	82	81	102	84
BSU13930	534	383	403	501	538	448
BSU13940	257	151	188	384	291	264
BSU13950	6615	4273	5036	7614	8376	7920
BSU13960	4219	2906	2738	3744	4039	3124
BSU13970	140	61	82	113	134	127
BSU13980	4036	2543	3098	2985	3169	2931
BSU13990	679	494	472	585	642	483
BSU14000	6175	3894	4783	5818	6669	5422
BSU14009	355	185	224	325	403	436
BSU14010	4604	3264	3739	4180	4764	4585
BSU14020	1306	696	510	990	1172	1182
BSU14030	1216	851	821	1099	1125	982
BSU14040	130	118	103	99	67	74
BSU14050	173	137	188	151	120	122
BSU14060	134	85	109	137	97	95
BSU14071	590	319	535	438	596	497
BSU14072	171	46	95	94	150	143
BSU14080	498	296	555	363	591	395
BSU14090	2939	1921	2390	2555	3106	2526
BSU14100	2293	1233	2080	1310	2201	1899
BSU14110	6064	3923	4682	4829	4502	4469
BSU14120	3152	1757	2180	2411	1819	1921
BSU14130	276	184	243	145	228	182
BSU14140	2418	1472	1724	1857	1475	1167
BSU14150	17052	10951	14606	15365	15976	13092
BSU14160	36811	26302	33857	28487	29587	22565
BSU14170	20448	12591	14577	15862	16978	12833
BSU14180	9682	6404	6639	7335	8815	7496
BSU14190	2320	1511	1783	1881	2025	1568
BSU14200	542	382	509	473	517	492
BSU14210	237	174	207	194	191	201
BSU14220	1334	1053	791	1020	1149	974
BSU14230	912	606	598	632	699	551
BSU14240	1705	1201	1388	1847	1782	1573
BSU14250	51	34	49	57	55	53
BSU14260	197	130	206	166	219	171
BSU14270	616	406	498	534	449	360
BSU14280	902	675	786	760	756	534
BSU14290	466	300	384	305	402	255
BSU14300	431	330	421	349	326	221
BSU14310	177	156	146	157	163	164
BSU14320	168	121	175	161	152	148
BSU14330	175	149	179	191	185	186
BSU14340	4452	3105	3746	3973	4264	3401
BSU14350	5561	3521	4348	4044	4432	3491
BSU14360	2900	1954	2309	2160	2204	1618
BSU14370	5772	4114	4962	4579	4559	3257
BSU14380	268	180	288	259	446	493
BSU14390	448	271	371	346	598	540
BSU14400	1122	921	1036	1022	1247	1185
BSU14410	1295	1090	1147	1307	1078	1074
BSU14420	338	164	233	311	372	545
BSU14430	8914	5920	7181	6479	7032	5542
BSU14440	881	599	763	712	651	562
BSU14450	1791	1304	1303	1704	1580	1405
BSU14460	7	5	5	6	6	8
BSU14470	55	57	51	71	35	45
BSU14480	523	244	296	441	581	626
BSU14490	1769	963	1320	1402	1713	1463
BSU14500	1337	867	974	1025	1048	894
BSU14510	2331	1336	1448	1661	1823	1503
BSU14520	5390	3709	3884	4399	4796	3729
BSU14530	23240	15330	16684	17021	17122	13815
BSU14540	1722	867	1118	994	1307	1048
BSU14550	976	672	704	985	1024	1009
BSU14560	1306	932	942	1257	1093	1033
BSU14569	12	14	5	25	8	11
BSU14570	707	330	379	474	491	454
BSU14580	39826	25480	33401	27120	29999	23486
BSU14590	31657	20324	27739	20398	23204	18195
BSU14600	58079	33207	44966	40160	44742	35080
BSU14610	57491	36673	42337	40974	48229	40611
BSU14620	321	163	94	169	254	274
BSU14629	8	19	4	12	21	16
BSU14630	1293	752	910	621	897	699
BSU14640	329	217	160	373	322	323
BSU14650	1215	875	760	1255	1216	1279
BSU14660	10	7	5	4	9	54
BSU14670	647	390	460	574	501	503
BSU14680	464	312	279	419	362	324
BSU14690	698	341	355	339	392	416
BSU14700	748	597	544	705	834	572
BSU14710	100	87	119	108	111	101
BSU14720	37	21	38	29	30	26
BSU14730	125	116	101	104	114	91
BSU14740	63	77	70	56	61	37
BSU14750	262	118	142	229	221	252
BSU14760	937	627	811	1506	1362	1925
BSU14770	17769	11703	15495	9888	9756	7403
BSU14780	1695	1279	1615	1245	1390	1255
BSU14790	497	323	366	504	449	585
BSU14800	46	25	59	42	46	46
BSU14810	726	548	582	771	771	759
BSU14820	1888	1203	1119	1855	1794	1572
BSU14830	221	155	190	165	157	143
BSU14840	4869	2525	2135	3954	4513	4918
BSU14850	2079	1343	1996	1428	1440	1401
BSU14860	32013	22428	24784	24797	26864	19616
BSU14870	1100	629	791	2065	1287	1536
BSU14880	4718	2535	3237	5771	6211	6009
BSU14890	594	291	479	715	583	492
BSU14900	1053	747	877	906	944	760
BSU14910	537	273	353	443	452	375
BSU14920	237	127	198	177	202	179
BSU14930	472	366	427	427	347	296
BSU14940	1283	913	771	1296	1407	1208
BSU14950	711	1631	3009	1586	852	2013
BSU14960	1117	791	961	709	632	609
BSU14970	42	43	78	39	23	51
BSU14980	16	18	18	13	14	11
BSU14990	3034	3011	2952	2720	2663	2532
BSU15000	996	537	615	742	896	851
BSU_misc_RNA_23	312	222	254	268	294	371
BSU15010	1251	882	1051	857	802	690
BSU15020	986	630	885	663	629	628
BSU15030	367	216	261	251	240	187
BSU15040	683	546	605	546	461	466
BSU15050	1042	657	705	790	825	639
BSU15060	588	432	357	521	553	422
BSU15069	242	40	84	108	252	145
BSU15070	20176	15295	18030	12804	16689	13975
BSU15080	14826	9104	9278	14304	16878	20455
BSU15090	173	80	119	93	127	89
BSU15100	424	278	312	396	538	510
BSU15110	831	571	583	607	508	423
BSU15120	2806	1758	1990	2104	2286	1616
BSU15130	2666	1860	1982	2874	2989	2651
BSU15140	5833	4040	4045	5522	5127	4197
BSU15150	2298	1745	1585	1837	2077	1799
BSU15160	4607	2709	3734	2944	3352	2769
BSU15170	94	89	139	89	83	97
BSU15180	2818	2200	2656	1764	1955	1519
BSU15190	1729	991	1367	890	1400	994
BSU15200	3245	2335	2801	2433	2834	2240
BSU15210	2876	2150	2501	1978	2314	1768
BSU15220	1081	843	886	742	771	631
BSU15230	1293	857	891	974	1056	851
BSU15240	577	306	388	374	512	459
BSU15250	647	410	523	431	466	405
BSU15260	1887	1270	1207	1876	1704	1746
BSU15270	679	401	385	731	821	853
BSU15280	10022	6458	7436	8065	7684	6519
BSU15290	15259	11495	11454	13721	12404	10241
BSU15300	442	329	420	340	291	381
BSU15310	36	28	42	30	34	39
BSU15320	34	27	55	33	37	32
BSU15330	256	185	201	287	249	232
BSU15340	280	200	192	359	317	297
BSU_misc_RNA_24	166	157	161	177	194	232
BSU15350	1048	762	872	813	801	579
BSU15360	433	345	394	402	412	534
BSU15370	3474	2505	3061	2767	2750	2102
BSU15380	3499	2426	2927	2846	2741	2214
BSU15390	3210	2480	2174	2922	3015	2655
BSU15400	2529	1857	2006	2138	2510	2330
BSU15410	2961	2181	2256	2256	2014	1846
BSU15420	4926	3053	3733	4094	5280	4452
BSU_misc_RNA_25	4973	5144	5488	4627	3182	3743
BSU15430	13614	9561	11019	10004	10541	8084
BSU15440	13	14	12	19	21	9
BSU15450	688	456	535	499	500	435
BSU15460	2745	1737	2013	1671	1609	1225
BSU_misc_RNA_26	1152	973	1305	980	608	889
BSU15470	6401	4609	4302	1966	2254	1559
BSU_misc_RNA_27	862	623	590	368	425	348
BSU15480	6152	5685	5541	3573	4155	3536
BSU_misc_RNA_28	435	402	412	292	318	307
BSU15490	1157	738	828	500	596	502
BSU15500	2366	1595	1655	1317	1495	1257
BSU15510	2841	1761	2118	1827	1944	1818
BSU15520	9990	7158	7227	6740	7516	6473
BSU15530	3274	2862	2686	2426	2420	2087
BSU15540	3568	2938	2809	2507	2443	2230
BSU15550	2864	2218	2126	2113	2123	1770
BSU15560	3365	2248	2265	2336	2429	2248
BSU_misc_RNA_29	307	386	366	501	393	504
BSU15570	3319	1959	2240	2834	3048	2374
BSU15580	3479	2284	3316	2843	3304	2535
BSU15590	4575	2682	3280	3500	4298	3259
BSU15600	2541	1464	2021	1841	2166	1814
BSU15610	3684	2491	3539	3158	3554	2765
BSU15620	3444	2314	2687	3082	3691	2937
BSU15630	1976	1387	1371	1743	2163	1672
BSU15640	2452	1755	1816	1821	1948	1414
BSU15650	151	134	155	178	134	172
BSU15660	4387	3121	3448	3104	3016	2674
BSU15670	2473	1622	1541	1649	1513	1238
BSU15680	5666	3573	3924	3812	3922	2958
BSU15690	1752	962	1161	1173	1523	1177
BSU15700	831	512	559	541	514	468
BSU15710	1255	939	1021	1043	1041	1003
BSU15720	495	320	472	362	324	245
BSU15730	1592	1019	1188	1395	1268	1018
BSU15740	2274	1556	1831	1855	1827	1395
BSU15750	2609	1431	1712	1919	2200	1796
BSU15760	1836	1151	1299	1445	1486	1120
BSU15770	4490	3032	3685	3109	3162	2535
BSU15780	2212	1386	1850	1616	1643	1330
BSU15790	1596	1456	1308	1365	1225	1179
BSU15800	437	224	324	359	297	311
BSU15810	48	30	33	41	33	48
BSU15820	22234	15528	15288	22316	29726	32984
BSU15830	2022	1384	1457	1741	1718	1717
BSU15840	10016	7900	8138	7715	7665	6074
BSU15850	689	409	697	458	479	400
BSU15860	1112	946	946	896	847	684
BSU15870	1361	913	991	901	1023	789
BSU15880	4928	2967	4178	2557	2280	2395
BSU15890	6094	3876	5243	3300	3283	3215
BSU15900	5884	3983	4950	3656	3605	3338
BSU15910	5470	3631	4287	3651	4165	3513
BSU15920	9538	7422	6977	9095	9503	11916
BSU15930	3681	2827	3069	2656	2327	2137
BSU15940	3638	3290	4628	3110	2628	2930
BSU15950	1871	1375	1575	1564	1607	1560
BSU15960	18683	11327	11389	20404	19867	19285
BSU15970	7357	3552	4377	3574	5223	4109
BSU15980	33435	23460	26709	17919	18917	14550
BSU15990	13590	7544	9083	9557	13860	12318
BSU16000	13424	7027	7270	9452	12892	11726
BSU16010	909	828	1289	780	714	883
BSU16020	1560	963	1367	1165	1197	942
BSU16030	2059	1606	2079	1597	1737	1373
BSU_misc_RNA_30	3871	4922	4708	4075	4073	4756
BSU16040	71019	59854	52538	69829	77987	84668
BSU16050	2734	2027	2269	1867	1667	1428
BSU16060	1712	1362	1434	1626	1436	1279
BSU16070	4433	3142	3183	3959	3500	2862
BSU16080	493	423	417	447	448	358
BSU16090	24543	17230	19240	17914	19984	14657
BSU16100	19016	13889	14291	14613	15719	12131
BSU16110	1258	838	933	647	819	598
BSU16120	8424	4970	6485	5273	6103	4806
BSU16130	1704	978	1343	1082	1320	1015
BSU16140	3380	1796	2190	2453	2899	2462
BSU16150	2368	1485	1882	1891	1861	1502
BSU16160	6685	4268	5573	4812	5661	4375
BSU16170	4195	2966	3712	3063	4113	3436
BSU16180	1522	525	799	1287	2095	1689
BSU16190	2298	1481	1728	2036	2475	1998
BSU16200	1520	732	838	1262	1790	1356
BSU16210	8073	4898	5849	6934	7540	6926
BSU16220	4901	2765	3362	3797	4081	3903
BSU16230	2934	1805	1934	2071	2293	2297
BSU16240	6334	3935	4514	4696	5158	4745
BSU16250	1250	457	610	686	1311	1094
BSU16260	2909	1507	1735	1957	2473	2433
BSU16270	7366	4345	4996	5167	6294	5789
BSU16280	2127	976	1372	1657	2043	1687
BSU16290	5397	3343	3852	4416	5072	4283
BSU16299	781	395	578	606	899	757
BSU16300	1503	862	1153	1001	1639	1148
BSU16310	5642	3575	4497	4150	5720	4720
BSU16320	7457	4638	5474	5935	6948	6235
BSU16330	2437	1357	1739	1943	2351	2219
BSU16340	2837	1627	1958	2132	2773	2365
BSU16350	2081	1129	1413	1612	2155	1811
BSU16360	727	474	644	581	811	679
BSU16370	1889	942	1160	1427	2014	1714
BSU16380	3316	1983	2478	2483	3234	2790
BSU16390	7037	4362	5091	5156	6245	5281
BSU16400	3518	1986	2486	2727	3502	2912
BSU16410	3561	2895	4032	3436	3514	3870
BSU16420	3997	2490	2655	3185	3702	3220
BSU16430	8961	5360	6361	6827	8680	7309
BSU16440	2886	1732	2101	2020	2539	2322
BSU16450	3433	2095	2361	2657	2985	2568
BSU16460	2705	1752	2146	2103	2168	1909
BSU16470	4368	2675	3085	3205	3919	3321
BSU16480	3186	1910	2177	2429	3153	2522
BSU16490	33511	25263	26870	25694	30937	26594
BSU16500	28802	19547	21434	22463	26630	20999
BSU16510	5815	3363	4195	3695	3822	2955
BSU16520	4224	2443	3158	2644	3737	3042
BSU16530	2461	1359	1991	1529	1833	1377
BSU16540	1882	1152	1768	1251	1738	1092
BSU16550	3498	2176	2719	2566	2724	2184
BSU16560	6366	4062	5063	4684	4846	3782
BSU16570	9229	6690	7128	7131	8063	5963
BSU16580	4837	3170	3602	3557	4254	3245
BSU16590	1470	978	1288	631	672	623
BSU16600	39426	28928	35025	37142	37553	27157
BSU16610	899	596	883	471	515	392
BSU16620	1058	607	783	556	547	446
BSU16630	7906	4788	6704	5240	6307	4959
BSU16640	1049	833	1061	835	1136	887
BSU16650	1493	1108	1298	1256	1558	1427
BSU16660	596	464	554	562	443	522
BSU16670	1789	1091	1405	1109	1269	1047
BSU16680	38322	23149	19480	36196	46727	55981
BSU16690	22267	16082	21206	15176	16208	12584
BSU16700	772	442	532	490	499	425
BSU16710	1072	722	834	761	840	776
BSU16720	35	22	27	53	38	31
BSU16730	59	111	194	119	78	172
BSU16740	4	23	47	26	19	24
BSU16750	9575	6559	7031	9059	8647	6938
BSU16760	4323	3200	3676	2999	3636	2406
BSU16770	6249	4760	5307	5212	5879	4837
BSU16780	13108	9100	10705	10759	11803	8948
BSU16790	104	124	217	116	89	155
BSU16799	46	97	148	90	73	131
BSU16800	2751	2377	3727	2656	1867	2592
BSU16810	3244	1792	1930	2168	2238	1940
BSU16825	311	213	331	194	245	180
BSU16845	2144	1334	1530	1763	1844	1421
BSU16860	2976	1702	2022	2570	2775	2322
BSU16870	119	145	132	146	132	122
BSU16880	117	51	87	104	113	94
BSU16910	3769	2526	2900	2566	2951	2358
BSU16920	720	531	668	473	579	450
BSU16930	2527	1730	2208	1984	2058	1516
BSU16940	10168	7457	7182	7943	9089	7484
BSU16950	587	268	511	358	325	310
BSU16960	51345	51531	70772	55862	48834	52004
BSU16970	1241	754	1043	764	746	628
BSU16980	583	436	510	503	493	510
BSU16990	801	805	638	894	867	810
BSU17000	625	502	412	522	456	509
BSU17010	3551	2496	2902	2600	3045	2436
BSU17020	1473	929	822	1208	1380	1427
BSU17030	28	27	21	26	41	26
BSU17040	2114	1489	1899	1421	1292	1139
BSU17050	2681	1962	2012	1914	1824	1438
BSU17060	419	205	321	286	474	399
BSU17070	96	62	71	63	38	55
BSU17080	453	338	317	390	353	292
BSU17090	253	186	203	257	272	238
BSU17100	898	513	548	749	835	731
BSU17110	629	410	448	504	606	501
BSU17120	1149	618	913	637	623	565
BSU17130	73	57	37	26	44	36
BSU17140	192	178	244	211	196	191
BSU17150	244	135	220	158	138	144
BSU17160	146	91	99	101	99	113
BSU17170	114	50	93	82	87	68
BSU17180	1724	1071	1486	1359	1308	1260
BSU17190	2442	2917	4474	2991	2333	3379
BSU17200	1610	1156	1371	1323	1294	1329
BSU17210	1812	1307	1559	1569	1481	1593
BSU17220	1369	801	1068	1085	1032	985
BSU17230	1742	1040	1223	1437	1486	1260
BSU17240	549	494	337	465	641	542
BSU17250	1646	1145	930	1396	1549	1138
BSU17260	66	93	90	75	67	71
BSU17270	115	64	101	88	75	97
BSU17280	273	158	197	252	200	215
BSU17290	137	99	88	138	120	140
BSU17300	60	54	51	41	35	36
BSU17310	7	2	11	11	7	5
BSU17320	22	61	100	52	32	60
BSU17330	872	635	710	667	572	525
BSU17340	761	614	525	1010	1018	1316
BSU17350	169	86	92	128	100	103
BSU17360	235	116	115	193	208	193
BSU17370	1020	606	763	856	849	628
BSU17380	6141	3779	4783	4576	6106	4258
BSU17390	3937	2175	2512	3312	4841	3531
BSU17400	578	397	433	488	631	451
BSU17410	109	105	95	131	94	95
BSU17420	37	58	59	67	59	71
BSU17430	1201	762	910	843	821	589
BSU17440	1090	840	903	710	894	635
BSU17450	2662	1543	1929	1369	1872	1855
BSU17460	22025	14763	15928	17641	20861	17441
BSU17470	65	26	39	34	45	47
BSU17480	144	79	88	95	120	112
BSU17490	33	13	45	35	27	32
BSU17500	521	170	247	353	686	486
BSU17510	931	413	716	590	930	660
BSU17520	30	5	41	18	30	33
BSU17530	279	96	135	154	363	240
BSU17540	53	23	50	41	106	57
BSU17550	55	15	28	41	85	33
BSU17559	53	37	48	39	49	42
BSU17560	70	37	22	54	98	66
BSU17570	51	44	32	35	50	47
BSU17580	122	100	82	115	119	128
BSU17590	351	193	194	294	327	301
BSU17600	203	120	144	188	199	185
BSU17610	125	88	131	137	137	120
BSU17620	139	76	72	108	117	116
BSU17630	78	33	94	63	114	118
BSU17640	64	41	74	30	30	56
BSU17650	74	28	37	43	55	65
BSU17660	366	214	271	234	216	262
BSU17670	15	10	17	11	12	17
BSU17680	545	268	323	372	421	356
BSU17690	4222	2404	2288	3451	4147	3557
BSU17699	12	2	10	7	14	5
BSU17700	9	15	8	11	24	14
BSU17710	178	114	155	257	254	235
BSU17720	44	15	32	45	43	35
BSU17730	2031	1333	1163	1945	2163	1745
BSU17740	34	28	31	43	51	56
BSU17750	45	39	53	50	34	44
BSU17760	9	14	18	11	17	22
BSU17770	47	39	27	65	44	64
BSU17780	357	246	270	244	260	216
BSU17790	194	142	179	93	195	111
BSU17800	859	452	707	581	712	525
BSU17810	231	112	155	160	194	159
BSU17820	292	578	1145	791	395	959
BSU17830	18	3	20	10	7	13
BSU17840	310	149	230	281	461	405
BSU17850	4123	2595	2005	3440	3018	2719
BSU17860	59	46	65	55	52	37
BSU17870	189	117	172	141	134	121
BSU17880	453	212	227	363	505	520
BSU17890	29667	21385	22620	26233	26978	22928
BSU17900	72	35	56	58	104	101
BSU17910	2602	2088	2577	2482	3050	3282
BSU17920	193	103	147	247	299	275
BSU17930	164	85	125	100	149	133
BSU17940	488	382	340	363	322	348
BSU17950	1406	879	1021	1239	1490	1612
BSU17960	582	298	373	689	752	782
BSU17970	50	11	9	37	46	70
BSU17980	13	5	36	5	6	6
BSU17990	10	5	16	4	13	7
BSU18000	19827	12175	13896	18024	23375	17058
BSU18010	496	320	342	320	439	434
BSU18019	3	4	6	3	3	5
BSU18020	8	3	3	1	6	2
BSU18030	20	5	4	8	9	14
BSU18040	321	201	224	252	238	239
BSU18050	344	242	199	285	278	228
BSU18060	1242	917	931	1117	1267	1324
BSU18070	1134	637	838	745	909	758
BSU18080	1184	945	669	1118	1368	1194
BSU18090	1781	1225	1521	1465	1288	1016
BSU18100	3721	2383	2998	2985	3255	2638
BSU18110	1751	1405	1145	2313	1692	2442
BSU18120	3000	1766	2511	1964	2529	1833
BSU18130	220	142	181	190	208	196
BSU18140	1	3	2	4	5	10
BSU18150	898	653	705	791	801	642
BSU18160	902	651	930	862	803	580
BSU18170	11	10	9	7	6	8
BSU18180	273	198	208	241	177	189
BSU18190	527	393	488	489	457	436
BSU18200	175	150	108	141	135	135
BSU18210	68	70	90	96	53	84
BSU18220	10	10	13	6	5	7
BSU18230	10	28	19	28	9	15
BSU18239	4	4	6	4	2	4
BSU18240	19	37	26	20	14	32
BSU18250	27	37	47	34	28	40
BSU18260	17	18	23	29	15	20
BSU18270	33	5	13	8	7	9
BSU18280	50	60	67	73	78	74
BSU18290	14	6	14	7	3	3
BSU18300	838	408	560	654	711	563
BSU18310	2425	1474	2060	1989	1772	1701
BSU18320	1587	1030	1515	1214	1204	1054
BSU18330	1475	916	1544	986	1037	1011
BSU18340	2251	1309	1793	1573	1616	1630
BSU18350	505	363	422	451	430	322
BSU18360	368	199	203	288	301	239
BSU18370	1197	696	931	888	1198	862
BSU18380	693	332	312	738	2176	3356
BSU_tRNA_85	198	351	405	323	194	312
BSU18390	164	75	84	126	142	141
BSU18400	117	43	53	87	85	124
BSU18410	125	117	180	141	127	105
BSU18420	732	534	566	539	483	478
BSU18430	307	231	350	229	194	120
BSU18440	8030	5295	7256	7361	6870	5395
BSU18450	15251	9051	13043	11153	10743	7554
BSU18460	723	609	587	582	632	559
BSU18470	501	317	355	336	456	359
BSU18480	433	233	284	298	289	214
BSU18490	159	85	114	125	152	151
BSU18500	2127	1680	1372	1896	1968	1674
BSU18510	7	9	18	15	9	25
BSU18520	14	16	27	17	16	26
BSU18530	157	119	125	143	191	176
BSU18540	190	115	106	160	130	145
BSU18550	130	70	105	119	129	110
BSU18560	119	120	131	181	138	204
BSU_misc_RNA_31	572	1121	891	1298	771	1505
BSU18570	2655	1731	1843	2233	2136	1718
BSU18580	1075	500	552	817	1112	1077
BSU18590	259	73	115	173	346	248
BSU18600	72	37	36	43	54	45
BSU18610	1773	1186	1305	1638	1755	1596
BSU18620	116	64	105	85	88	97
BSU18630	1463	1034	1049	1125	1388	1165
BSU18640	258	126	250	183	226	169
BSU18650	342	222	294	223	335	246
BSU18660	184	140	151	187	299	268
BSU18669	113	53	56	183	225	248
BSU18670	22	44	64	59	31	43
BSU18680	13	7	8	9	5	7
BSU18690	11	18	24	28	23	33
BSU18700	12	11	16	10	24	15
BSU18709	7	10	13	9	7	13
BSU18710	17	7	22	10	25	15
BSU18720	130	95	82	81	85	77
BSU18730	41	30	55	37	46	37
BSU18740	56	33	45	48	46	51
BSU18750	176	137	136	155	169	132
BSU18760	65	48	58	66	53	61
BSU18770	76	57	107	74	97	78
BSU18780	82	20	28	40	62	51
BSU18790	113	74	84	113	127	128
BSU18800	2335	1504	1373	2067	2623	2043
BSU18810	35	13	14	13	23	18
BSU18820	60	16	63	51	69	80
BSU18830	527	362	407	381	510	365
BSU18840	2877	1646	1747	2014	2100	2125
BSU18849	171	47	79	70	140	138
BSU18850	156	56	71	136	186	156
BSU18860	135	50	92	73	156	92
BSU18870	268	116	202	206	283	265
BSU18880	957	463	587	783	869	783
BSU18890	638	181	314	419	574	482
BSU18898	5	4	34	4	11	10
BSU18899	6	5	7	9	10	11
BSU18900	7	3	8	6	16	7
BSU18908	197	62	106	205	264	327
BSU18910	1610	576	763	1001	2117	1416
BSU18920	425	278	279	385	644	610
BSU18930	28	29	25	20	19	25
BSU18940	5	2	5	5	3	6
BSU18950	12	2	2	3	4	6
BSU18960	28	8	11	12	20	23
BSU18970	3992	1568	2352	2381	5033	3300
BSU18980	776	342	679	529	982	645
BSU18990	265	110	214	185	353	307
BSU19000	801	407	476	626	747	714
